user_id,business_id,pred_context
vwmaAnzmu-ygKxXtJMimAg,6z-T_jIFrRQ4c6-BIvVBvA,3.8723262667207505
vwmaAnzmu-ygKxXtJMimAg,IJZrpASpveRG_BZAnP_z3w,3.3645589014661708
vwmaAnzmu-ygKxXtJMimAg,N93EYZy9R0sdlEvubu94ig,4.478210743791922
vwmaAnzmu-ygKxXtJMimAg,OyGVzgBL6W7SJOE046pecA,3.530797108432541
vwmaAnzmu-ygKxXtJMimAg,X8Fd5t3l8ksyacTQDKsUPw,3.7403964923140967
vwmaAnzmu-ygKxXtJMimAg,aTvzqD5Kot4vp3vOnDyrTw,3.326239376514052
vwmaAnzmu-ygKxXtJMimAg,nZ4HW543eDyqqE62QYnChg,4.44267665566889
vwmaAnzmu-ygKxXtJMimAg,pWy-sZB1s_-ypb8qydreLQ,3.441194013819574
vwmaAnzmu-ygKxXtJMimAg,t0edCFMUYmFSN_eXT4HrnQ,4.4615586197547845
rgOqh4ffNudqBDDTHlXFeg,1kfUwCNufdkEtxOOo6CDLA,3.7909790326183863
rgOqh4ffNudqBDDTHlXFeg,3MdLnbpkvTcsKkMszUv_3g,3.702572457344278
rgOqh4ffNudqBDDTHlXFeg,4iFYsHDzkuf3JjSzhaNd2g,2.71843713990521
rgOqh4ffNudqBDDTHlXFeg,7CzA5GqrELLJyRoaJQhlGA,3.988378377064646
rgOqh4ffNudqBDDTHlXFeg,9LsLAyuYdV9TZ4bcQ_P5EA,2.91777624689446
rgOqh4ffNudqBDDTHlXFeg,EjklATg4aNBWINenUySCgQ,4.380209849069671
rgOqh4ffNudqBDDTHlXFeg,FYiNQMA6aA2qdKRbfFtUuw,3.3022414118014582
rgOqh4ffNudqBDDTHlXFeg,IZGScOzLHWk0OvXm95rG5g,3.0144750229998936
rgOqh4ffNudqBDDTHlXFeg,LLWOrt8Vo5kyA9qeo-Y76g,3.8389302042529216
rgOqh4ffNudqBDDTHlXFeg,PhMfnMldVKXo7HqHw6DSrg,4.174889178128934
rgOqh4ffNudqBDDTHlXFeg,U05TASwKPZ-BWe5GWekUlw,4.229133600050931
rgOqh4ffNudqBDDTHlXFeg,VH2BjFjc9usDquDgoHhptA,5.0
rgOqh4ffNudqBDDTHlXFeg,VoayviMR2sm4C0CSh_I8Nw,3.7842727737557587
rgOqh4ffNudqBDDTHlXFeg,WlX3JXeuLHm6-MLfGL_eOA,2.8794247976907537
rgOqh4ffNudqBDDTHlXFeg,Wq9yflrKX79xKiY__BvCoQ,4.267372913974505
rgOqh4ffNudqBDDTHlXFeg,ZRHSidI7IIeXhTHMc9L_gw,4.179351067602453
rgOqh4ffNudqBDDTHlXFeg,ZhO6_8Vc-zfRxvDDvDBynA,4.191990783246855
rgOqh4ffNudqBDDTHlXFeg,_reykENmCBh03iczpFAufg,3.560051395204446
rgOqh4ffNudqBDDTHlXFeg,aXRrMXXoAN7lawHICgmsxw,4.671468229689963
rgOqh4ffNudqBDDTHlXFeg,aZLggARpUrEpdalQqPUI0Q,3.864829878548846
rgOqh4ffNudqBDDTHlXFeg,dWffjh0V6htC26wfPr8_Ug,4.049672481418995
rgOqh4ffNudqBDDTHlXFeg,dYU5hXVyPsm7C-T-13I_YQ,3.587758439971318
rgOqh4ffNudqBDDTHlXFeg,e9XoOv-j4ceTVN9seUckPA,4.184131689271009
rgOqh4ffNudqBDDTHlXFeg,gLOc1Fzl8yuKGq7B1TWj_A,3.0663647217801238
rgOqh4ffNudqBDDTHlXFeg,gio48on8yQyFW1fJ1dChGg,3.7071129444304605
rgOqh4ffNudqBDDTHlXFeg,jyTtTFa169XYSD5KRMQsHg,4.061970997189844
rgOqh4ffNudqBDDTHlXFeg,nu5qpsddW1MIINqNPpKeKQ,3.3724349555966846
rgOqh4ffNudqBDDTHlXFeg,pwbgU5lhfTg6ZasbJnRsuA,3.6860868905908464
rgOqh4ffNudqBDDTHlXFeg,qFqueIKCVF5PlXmjl1YY9Q,4.828702526708769
rgOqh4ffNudqBDDTHlXFeg,r6cTbsmg4MhdHJnKWwefVw,5.0
rgOqh4ffNudqBDDTHlXFeg,s5jo4xojsezzl8TKP7XKtQ,3.0063114423675223
rgOqh4ffNudqBDDTHlXFeg,udiQT2q10DHlGRqh0yEXCg,3.1781622829645535
rgOqh4ffNudqBDDTHlXFeg,vK1_qKEG7zHvjiTOsN0CRg,4.587347365513256
rgOqh4ffNudqBDDTHlXFeg,vMnB2Cz3c1Io1IEyeLLVOA,3.304027034982192
rgOqh4ffNudqBDDTHlXFeg,wJiC71DNRiUBQAede-qVEw,4.553282340490591
rgOqh4ffNudqBDDTHlXFeg,xfCgxY_SQfzxFsQjNiLJEQ,4.12050689387467
oXm1Hb4ByU05_SKpVGC44Q,lmxA0dJM0XsPCIHPXhEQ-g,5.0
oXm1Hb4ByU05_SKpVGC44Q,r0LgymS8idM1K2exNl-CGg,4.566047294283036
iJJcWI5s5smJdaWkVKSAlQ,FrfzI901uS2bU2kgUkqaVw,4.859353272935147
iJJcWI5s5smJdaWkVKSAlQ,Uftnd7njdHNFxhz_6rpUrA,5.0
iJJcWI5s5smJdaWkVKSAlQ,dztcNrIVDg6D-6sFOOofDA,3.930420474704984
iJJcWI5s5smJdaWkVKSAlQ,osSwv6CJy5hDKQdOKeyTow,3.7839569107422584
iJJcWI5s5smJdaWkVKSAlQ,syBbYNE5-rWDMOs-MkFRQw,4.277043617584326
iJJcWI5s5smJdaWkVKSAlQ,trodK1jXLGIn5qjJCooIpQ,4.646266688453922
iJJcWI5s5smJdaWkVKSAlQ,wTM0rpskJ3JILGBs295X-A,4.039238284619522
F1HuMV7j21nNwcRa8VnNPQ,02AVQHu7QOpfa0Mz--DQQg,4.148035044470726
F1HuMV7j21nNwcRa8VnNPQ,26Uk74dNTGysPq2ceaj2OA,4.421738898783822
F1HuMV7j21nNwcRa8VnNPQ,6LtbAtQKXWFj7QcqBnr6SA,3.8756416033776118
F1HuMV7j21nNwcRa8VnNPQ,KpsEXQSRTPk5w06GuG6Q4Q,3.7253825640367726
F1HuMV7j21nNwcRa8VnNPQ,NyLYY8q1-H3hfsTwuwLPCg,3.777866175623354
F1HuMV7j21nNwcRa8VnNPQ,T7weU8D-PrX8tGrAFJOSxw,4.142954254738109
F1HuMV7j21nNwcRa8VnNPQ,Tc511yME8axDPq2J6woxkg,4.380274066316597
F1HuMV7j21nNwcRa8VnNPQ,Vyc16Q_MNfS6cgixdjbMPQ,4.087532741461253
F1HuMV7j21nNwcRa8VnNPQ,W3PgeyVrAjgK0X6ZLX-hfg,3.7495017573782476
F1HuMV7j21nNwcRa8VnNPQ,XvJNwf3EEqTjQdJZpm_RXQ,3.4385627018745932
F1HuMV7j21nNwcRa8VnNPQ,Xx0iT938ygogOz6qIVG0hw,4.5017649890842995
