user_id,business_id,stars,state,pred_context,pred_factor
vwmaAnzmu-ygKxXtJMimAg,6z-T_jIFrRQ4c6-BIvVBvA,4.0,ON,3.8723262667207514,3.222082698216667
vwmaAnzmu-ygKxXtJMimAg,IJZrpASpveRG_BZAnP_z3w,1.0,ON,3.3645589014661708,2.7554268243245237
vwmaAnzmu-ygKxXtJMimAg,N93EYZy9R0sdlEvubu94ig,5.0,ON,4.478210743791922,4.341853444363958
vwmaAnzmu-ygKxXtJMimAg,OyGVzgBL6W7SJOE046pecA,3.0,ON,3.530797108432541,3.582985270249309
vwmaAnzmu-ygKxXtJMimAg,X8Fd5t3l8ksyacTQDKsUPw,4.0,ON,3.7403964923140967,3.8799742849142893
vwmaAnzmu-ygKxXtJMimAg,aTvzqD5Kot4vp3vOnDyrTw,4.0,ON,3.3262393765140517,3.4621573977732725
vwmaAnzmu-ygKxXtJMimAg,nZ4HW543eDyqqE62QYnChg,4.0,ON,4.4426766556688895,3.5271547862797625
vwmaAnzmu-ygKxXtJMimAg,pWy-sZB1s_-ypb8qydreLQ,3.0,ON,3.4411940138195733,3.2149924506885807
vwmaAnzmu-ygKxXtJMimAg,t0edCFMUYmFSN_eXT4HrnQ,4.0,ON,4.4615586197547845,3.5694885681897497
rgOqh4ffNudqBDDTHlXFeg,1kfUwCNufdkEtxOOo6CDLA,5.0,AZ,3.7909790326183854,3.985205669207556
rgOqh4ffNudqBDDTHlXFeg,3MdLnbpkvTcsKkMszUv_3g,5.0,AZ,3.702572457344278,4.72608187010145
rgOqh4ffNudqBDDTHlXFeg,4iFYsHDzkuf3JjSzhaNd2g,1.0,AZ,2.7184371399052103,4.585973340769446
rgOqh4ffNudqBDDTHlXFeg,7CzA5GqrELLJyRoaJQhlGA,5.0,AZ,3.9883783770646466,4.118503481758538
rgOqh4ffNudqBDDTHlXFeg,9LsLAyuYdV9TZ4bcQ_P5EA,5.0,AZ,2.91777624689446,5.0
rgOqh4ffNudqBDDTHlXFeg,EjklATg4aNBWINenUySCgQ,4.0,AZ,4.380209849069671,4.687012952719501
rgOqh4ffNudqBDDTHlXFeg,FYiNQMA6aA2qdKRbfFtUuw,3.0,AZ,3.3022414118014582,4.106287572991319
rgOqh4ffNudqBDDTHlXFeg,IZGScOzLHWk0OvXm95rG5g,5.0,AZ,3.0144750229998936,4.7387215076498315
rgOqh4ffNudqBDDTHlXFeg,LLWOrt8Vo5kyA9qeo-Y76g,4.0,AZ,3.8389302042529216,4.046404859958304
rgOqh4ffNudqBDDTHlXFeg,PhMfnMldVKXo7HqHw6DSrg,5.0,AZ,4.174889178128933,4.898010147732495
rgOqh4ffNudqBDDTHlXFeg,U05TASwKPZ-BWe5GWekUlw,4.0,AZ,4.229133600050931,3.883106627644462
rgOqh4ffNudqBDDTHlXFeg,VH2BjFjc9usDquDgoHhptA,5.0,OH,5.0,4.054881940407604
rgOqh4ffNudqBDDTHlXFeg,VoayviMR2sm4C0CSh_I8Nw,5.0,AZ,3.784272773755759,3.943910433348942
rgOqh4ffNudqBDDTHlXFeg,WlX3JXeuLHm6-MLfGL_eOA,5.0,AZ,2.8794247976907537,4.8708666453369585
rgOqh4ffNudqBDDTHlXFeg,Wq9yflrKX79xKiY__BvCoQ,5.0,NV,4.267372913974505,4.753911397605859
rgOqh4ffNudqBDDTHlXFeg,ZRHSidI7IIeXhTHMc9L_gw,4.0,AZ,4.179351067602453,3.3059156888078274
rgOqh4ffNudqBDDTHlXFeg,ZhO6_8Vc-zfRxvDDvDBynA,4.0,AZ,4.1919907832468555,3.920186679682957
rgOqh4ffNudqBDDTHlXFeg,_reykENmCBh03iczpFAufg,5.0,AZ,3.560051395204446,4.182351264963872
rgOqh4ffNudqBDDTHlXFeg,aXRrMXXoAN7lawHICgmsxw,4.0,AZ,4.671468229689963,4.827587286823309
rgOqh4ffNudqBDDTHlXFeg,aZLggARpUrEpdalQqPUI0Q,5.0,NV,3.8648298785488464,4.231877706614203
rgOqh4ffNudqBDDTHlXFeg,dWffjh0V6htC26wfPr8_Ug,4.0,AZ,4.0496724814189955,4.046739362089441
rgOqh4ffNudqBDDTHlXFeg,dYU5hXVyPsm7C-T-13I_YQ,5.0,AZ,3.587758439971318,4.166402857576707
rgOqh4ffNudqBDDTHlXFeg,e9XoOv-j4ceTVN9seUckPA,5.0,AZ,4.184131689271009,4.35725202115412
rgOqh4ffNudqBDDTHlXFeg,gLOc1Fzl8yuKGq7B1TWj_A,4.0,AZ,3.066364721780124,3.635934900116458
rgOqh4ffNudqBDDTHlXFeg,gio48on8yQyFW1fJ1dChGg,4.0,AZ,3.707112944430461,4.0946893174712375
rgOqh4ffNudqBDDTHlXFeg,jyTtTFa169XYSD5KRMQsHg,4.0,AZ,4.061970997189843,4.135832090137651
rgOqh4ffNudqBDDTHlXFeg,nu5qpsddW1MIINqNPpKeKQ,4.0,AZ,3.3724349555966846,4.1058400346075965
rgOqh4ffNudqBDDTHlXFeg,pwbgU5lhfTg6ZasbJnRsuA,3.0,AZ,3.6860868905908464,4.09824933820125
rgOqh4ffNudqBDDTHlXFeg,qFqueIKCVF5PlXmjl1YY9Q,5.0,AZ,4.828702526708769,4.8076760177434705
rgOqh4ffNudqBDDTHlXFeg,r6cTbsmg4MhdHJnKWwefVw,5.0,AZ,5.0,4.137939493769171
rgOqh4ffNudqBDDTHlXFeg,s5jo4xojsezzl8TKP7XKtQ,3.0,AZ,3.0063114423675223,4.5353372583284255
rgOqh4ffNudqBDDTHlXFeg,udiQT2q10DHlGRqh0yEXCg,5.0,AZ,3.178162282964553,3.2962503762980093
rgOqh4ffNudqBDDTHlXFeg,vK1_qKEG7zHvjiTOsN0CRg,5.0,AZ,4.5873473655132555,4.552513845665887
rgOqh4ffNudqBDDTHlXFeg,vMnB2Cz3c1Io1IEyeLLVOA,5.0,AZ,3.304027034982192,4.444698276940163
rgOqh4ffNudqBDDTHlXFeg,wJiC71DNRiUBQAede-qVEw,3.0,AZ,4.553282340490591,4.286106094908336
rgOqh4ffNudqBDDTHlXFeg,xfCgxY_SQfzxFsQjNiLJEQ,5.0,OH,4.12050689387467,4.918614806774201
oXm1Hb4ByU05_SKpVGC44Q,lmxA0dJM0XsPCIHPXhEQ-g,4.0,NV,5.0,4.058643570298413
oXm1Hb4ByU05_SKpVGC44Q,r0LgymS8idM1K2exNl-CGg,4.0,NV,4.566047294283036,3.933609807709277
iJJcWI5s5smJdaWkVKSAlQ,FrfzI901uS2bU2kgUkqaVw,4.0,NC,4.859353272935147,4.267143748085154
iJJcWI5s5smJdaWkVKSAlQ,Uftnd7njdHNFxhz_6rpUrA,4.0,NC,5.0,4.624754738455649
iJJcWI5s5smJdaWkVKSAlQ,dztcNrIVDg6D-6sFOOofDA,4.0,NC,3.930420474704984,4.248398280493028
iJJcWI5s5smJdaWkVKSAlQ,osSwv6CJy5hDKQdOKeyTow,5.0,NC,3.7839569107422575,4.135608333310063
iJJcWI5s5smJdaWkVKSAlQ,syBbYNE5-rWDMOs-MkFRQw,5.0,NC,4.277043617584326,4.422584770624253
iJJcWI5s5smJdaWkVKSAlQ,trodK1jXLGIn5qjJCooIpQ,4.0,NC,4.646266688453922,4.1923974351549695
iJJcWI5s5smJdaWkVKSAlQ,wTM0rpskJ3JILGBs295X-A,5.0,NC,4.039238284619522,4.217260403179848
F1HuMV7j21nNwcRa8VnNPQ,02AVQHu7QOpfa0Mz--DQQg,5.0,OH,4.148035044470726,4.646870027477209
F1HuMV7j21nNwcRa8VnNPQ,26Uk74dNTGysPq2ceaj2OA,5.0,OH,4.421738898783822,4.894250688789411
F1HuMV7j21nNwcRa8VnNPQ,6LtbAtQKXWFj7QcqBnr6SA,5.0,OH,3.875641603377612,4.100933757229032
F1HuMV7j21nNwcRa8VnNPQ,KpsEXQSRTPk5w06GuG6Q4Q,4.0,OH,3.7253825640367726,4.732774905873003
F1HuMV7j21nNwcRa8VnNPQ,NyLYY8q1-H3hfsTwuwLPCg,4.0,OH,3.7778661756233536,5.0
F1HuMV7j21nNwcRa8VnNPQ,T7weU8D-PrX8tGrAFJOSxw,5.0,OH,4.142954254738109,4.698269049823612
F1HuMV7j21nNwcRa8VnNPQ,Tc511yME8axDPq2J6woxkg,4.0,OH,4.380274066316597,5.0
F1HuMV7j21nNwcRa8VnNPQ,Vyc16Q_MNfS6cgixdjbMPQ,4.0,OH,4.087532741461253,3.4022609712921166
F1HuMV7j21nNwcRa8VnNPQ,W3PgeyVrAjgK0X6ZLX-hfg,5.0,OH,3.749501757378248,4.618241355987653
